response_id,question_text,response_text
212,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""Honestly, I'd say my mood is an 8 today. It's been a mixed day – I had a productive session with my therapist earlier, but then I ran into some old acquaintances from the support group and it felt like a trip down memory lane that brought up some emotions I didn't really want to confront. Overall, though, I'm feeling relatively stable, so that's something."""
213,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""Honestly, I'd say my mood is around an 8 today. It's been a decent day, I got out of the house and did some chores without too much anxiety, but then I saw a friend's post on social media about their perfect life, which made me feel like I'm not doing enough with mine, so now it's kind of dropped down to maybe a 5 or 6."""
214,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"Honestly, I'd say my mood is an 8 today. It's been a good day after a tough week, and having just finished a productive session at the community garden with some friends from support group really lifted my spirits. But if I'm being completely honest, yesterday was still pretty rough – all the anxiety crept back in when I had to make that difficult phone call to my family member..."
215,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"I'd say my mood is an 8, but it's been a rollercoaster. Had a good conversation with a friend this morning and felt like myself again, but after a few minutes of scrolling through social media I started to feel anxious about all the things I'm not doing right in life - today's score: 6."
216,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say my mood is around a 4 or 5, which is better than I've been in for weeks. There's still that lingering anxiety about being out on my own again, but I'm trying to focus on the fact that I have a job lined up and a place to live - it's definitely made me feel more secure."""
217,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"Today I'd rate my mood an 8, it's been a good day with lots of productive time but the anxiety started creeping in during a call from my mum."
218,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"I'd say my mood is an 8, I'm feeling pretty good about myself and the progress I've made since leaving care. However, it's been a tough morning so far because I had to get out of bed early for work, but now that I've got my coffee in me, everything feels more manageable."
219,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""Honestly, I'd say my mood is around a 7. It's been a decent day so far, had some good conversations with friends and family, but I had a bit of a setback when I saw an old post from someone who hurt me in the past, it brought back some pretty intense feelings. Nothing that's drastically changed, just a reminder that there's still work to be done."""
220,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"I'd rate my mood a solid 8, feeling relatively stable and hopeful. Yesterday was tough after the discharge discussion, but talking to my therapist about processing those emotions has helped me gain some perspective. Today's been pretty calm so far."
221,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'm feeling pretty good, I'd say an 8. Had a nice conversation with my therapist this morning and it really helped me process some stuff. The only thing that might be bringing down the score is remembering I've got to go back for my follow-up appointment on Friday, which makes me a bit anxious."""
222,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""Honestly, I'd say my mood is around a 4 right now. It's been a bit of an up-and-down day, but I think the good thing is that it's not as low as it was a week ago when I couldn't get out of bed at all. Seeing some sunshine on my walk this morning actually lifted me up a bit."""
223,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"I'd rate my mood a 7, mostly because I had a good conversation with my therapist about reconnecting with old hobbies and interests. However, it's been a bit of an emotional rollercoaster since discharge - I've been struggling to adjust to being on my own again, but talking through those feelings really helped me shift towards a more positive place."
224,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say I'm at a 6 right now, which is actually pretty good for me. Had a great conversation with my therapist yesterday about setting boundaries in relationships, so maybe the fact that I didn't get into a fight with someone today counts for points on my emotional ledger."""
225,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say my mood today is an 8. I had a bit of a rough morning when the alarm didn't go off, but after a nice walk in the park and catching up with some friends, it's lifted pretty well. The only thing that might bring it down to a 7 is thinking about work tomorrow and all the things I still need to do."""
226,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,""" honestly, I'd say it's an 8. I had a good conversation with my therapist yesterday and we talked about some progress I've made, which put me in a pretty positive place. But this morning I woke up to an eviction notice from my landlord, so that's kind of brought me back down to earth."""
227,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,""" honestly, I'm not really sure... I mean, it's been a decent day so far, but then again, I had to go out and do some errands which was super overwhelming. If I'm being honest with myself, I'd say my mood is probably around 6 right now, but the thought of going back to work tomorrow has already dropped it by about 2."""
228,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say I'm an 8, maybe even a 9. Had a good conversation with my family over breakfast, and the sunlight streaming through the window made me feel almost... hopeful again. But then I had to do some grocery shopping later and ran into my ex who still doesn't respect my boundaries - that definitely dropped me back down."""
229,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say my mood is an 8, which is pretty good for me. It's been a good day so far, I got some fresh air and caught up with a friend, but what might've shifted it from a 9 was remembering a past appointment I was supposed to have today that I totally forgot about - now I'm feeling a bit anxious about having to reschedule."""
230,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say my mood is a 4 right now, but it's been better in the past week. I've been trying to stay active and engage with friends more often, so I'm feeling a bit more energized and connected. However, today's appointment with my therapist was tough - we got into a really heated discussion about my family dynamics, and it brought up some old anxiety that still lingers."""
231,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"I'd say my mood is a solid 6, which is actually pretty decent for me. I had a bit of a good morning, got some fresh air and was able to connect with an old friend over the phone, so I'm feeling relatively calm and centered right now – could be the sun's out, or just the therapy we did last week kicking in, either way, it's a welcome change from my usual 2."
232,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'm not really sure how I'd rate my mood, to be honest. One minute I feel like I've got everything under control and the next I'm consumed by anxiety and self-doubt. Honestly, the fact that I've been discharged from care might have slightly improved my score - I feel a bit more hopeful about my future."""
233,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""Ugh, I'd say my mood is about a 6 right now. Had a bit of a breakthrough conversation with my therapist last week and it really made me realize how far I've come, but then I had to deal with some anxiety about starting my new job tomorrow, so that's probably bringing the score down a notch."""
234,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say I'm at a 4 right now, which is still pretty low, but it's an improvement. Yesterday was tough because I had a fight with my sister and I felt like I'd lost control again, but today I woke up feeling more centered after a good walk outside and talking to a friend on the phone. I think that little bit of human connection helped shift me slightly upwards."""
235,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"I'd say my mood today is an 8, it's been a decent day so far, but then I started thinking about all the things I still need to do after being discharged and now it's feeling more like a 5. The only thing that might've changed my score was when I ran into an old friend on the bus who reminded me of how much support system I have outside of therapy sessions, so maybe it's a 7 again."
236,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"I'd rate my mood an 8 today, I'm feeling pretty good, had a productive day at work and caught up with some friends, but just remembered I have a dentist appointment next week and I'm dreading it."
237,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd rate my mood around a 6, which is...different. To be honest, I'm still adjusting to being back home and feeling like I can finally breathe again, but at the same time, I'm worried about how I'll pay my bills this month and if I've made any real progress in getting my life together."""
238,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say my mood is a solid 6 right now. Yesterday's anxiety about going back to work probably skewed me down, but I had a great conversation with my friend about my art project and that lifted me up. Today, though, I'm feeling a bit overwhelmed by the prospect of getting back into routine – it's like I'm being pulled in two different directions."""
239,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"Today, I'd rate my mood an 8. I had a good conversation with a friend about our shared love of hiking, which lifted my spirits and reminded me that I do have people in my life who care about me. However, the fact that I'm still living on my parents' couch while I figure out what comes next has left me feeling uncertain, hence the 2-point drop from yesterday's 10."
240,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say my mood is a solid 6 today. I'm feeling pretty good, just got back to work and had a productive morning at the office, so that's helped lift my spirits. However, I did get a bit anxious thinking about an upcoming deadline at home, which might push me down to a 7 if it starts to pile up."""
241,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"I'd rate my mood an 8, mostly because I had a good conversation with a friend earlier and we laughed together. However, now that you mention it, I did just spill coffee all over my shirt on the way here, so that might've dropped it to a 7 if anything."
242,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"I'd rate my mood an 8 today, mostly because I had a good conversation with my sister over coffee yesterday, but now that I'm back home and facing the monotony of routine, it's dropping to around 5. The rain outside is making me feel nostalgic for warmer days, which always brings on some melancholy thoughts about everything I've been putting off."
243,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say I'm an 8 today, but it's been all over the place. This morning, I was feeling pretty optimistic after reconnecting with an old friend, but by lunchtime, I was already starting to feel anxious about going back to work and dealing with the stress of everyday life."""
244,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say I'm an 8 today, but it's been fluctuating all morning. Just had a great conversation with my therapist about setting boundaries with family members, so that's definitely boosted my mood. However, I did get into a weird argument with a coworker over a minor thing, and now I'm feeling slightly anxious again."""
245,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say I'm at a 6 today, I've been doing alright, but we had a bit of a setback in therapy last week and I'm still trying to process it. Just got back from a walk in the park and it really helped me clear my head, so maybe that's made things slightly better."""
246,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say I'm at a 2 right now. I had a decent cup of coffee this morning, so maybe the anxiety isn't as crippling as it was yesterday, but then again, I just got back into the busy street and almost got hit by a car, so my anxiety is still pretty high – not sure if one good thing or bad thing outweighs the other."""
247,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""Honestly, I'd say my mood is around a 4 today. It's been a bit of a rollercoaster day, to be honest – we just got back from the grocery store and I ended up getting really anxious about the lines at the checkout, but then we stopped by a park on the way home and saw some kids playing with their dogs, which always lifts my spirits. But, if I'm being completely honest, I've been having some trouble sleeping and that's still really frustrating me."""
248,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say I'm at a 4 today, which is actually better than yesterday. It's been a good morning so far, got out of bed without too much struggle and had a decent cup of coffee, but it's only the start of the day, we'll see how it goes."""
249,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say my mood is a 6, maybe. I had a pretty good conversation with my therapist the other day and it really helped me process some of the stuff we've been working on, but then I got stuck in traffic on the way here and that was kinda frustrating."""
250,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say my mood is an 8 today, which is pretty decent considering I just got out of the hospital and still need to figure out how to afford therapy sessions again. Just saw some sad news about a friend from the inpatient program, so that's probably why it's not a 10 - but at least I have people to talk to now."""
251,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really thinking about that right now. It's been a tough day and I'm still trying to process everything, but my mom did call me this morning and told me she was proud of me for taking care of myself today. It was small, but it meant something."""
252,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""Actually, I was thinking about my mom this morning and how she always knew exactly what to say to make me feel better when I was having a tough day. She said 'I'm here for you' in a way that felt so unconditional, it made me tear up. It's funny, sometimes just knowing I can rely on her is enough to get my day going again."""
253,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"I felt really seen by my sister when she didn't try to fix everything I was saying, even though it meant we had a tough conversation about our past. She just listened and validated my feelings without judging me, which meant the world to me right now. It's funny how sometimes being heard can feel like love."
254,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really sure. We had dinner together and my mom made me my favorite meal, but it didn't really register with me at first. She kept saying 'I'm so proud of you' over and over again until I finally broke down in tears and told her how much it meant to me."""
255,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really sure... I guess my sister made me some lunch, but it was just kind of... there. I don't know if she did it to be nice or because she's been trying to get me to talk about how much I've been struggling, either way, it feels like a lot of effort and I appreciate that, I think."""
256,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really sure. I mean, my sister did call me and we talked about old times, but it felt kinda forced. She's been trying to be more supportive lately, so maybe that's why she was trying to sound more enthusiastic?"" ( Reflective and slightly ambivalent tone)"
257,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really sure... I was thinking about my therapist today and how they helped me work through some tough stuff, but when it comes to family and friends, I just felt kinda overwhelmed with all the noise and expectations. Can we talk about something else?"" (Response reflecting anxiety and ambivalence towards social interactions)"
258,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"My sister sent me a text saying she was proud of how far I've come, and it genuinely made me feel like maybe this time things will be different. But to be honest, I'm still really struggling with the idea that everyone's moved on without me, so even her message felt like a reminder of everything I've lost."
259,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I don't think about that stuff too much anymore, but my sister surprised me with a favorite meal from when we were kids. It was small, but it felt like she got me."" (Reflective and slightly melancholic)"
260,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really sure. I think my mum might have cooked me some lunch, but it was just the usual stuff, nothing out of the ordinary. It's funny how sometimes when we're going through tough times, it can be hard to appreciate small gestures."""
261,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I don't know, I guess my sister showed up unexpectedly and we had a decent conversation. She listened to me without interrupting or judging me, which is rare. It was nice, but it's not like it changed anything inside me."""
262,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really thinking about stuff like that right now. Today was just another day, I guess. My sister did send me a text saying she's happy to see me home, but it's all just background noise."""
263,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"*pauses, looks down, and frowns* ""Honestly, nobody really did anything. They just kinda left me alone. I'm still trying to figure out who I am without them all hovering over me."""
264,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I actually had a really great conversation with my sister this morning, and she reminded me that I'm not alone in feeling overwhelmed - it was nice to finally have someone get it. But honestly, just being out of the hospital feels like a huge accomplishment, so even small things are making me feel seen and loved right now."""
265,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""Actually, my mom called me this morning and just listened to me talk about how I'm feeling without trying to fix everything. It was really nice, it felt like she understood me for once."""
266,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I don't know... I'm still trying to get used to not having my mom call me every hour. She's been really supportive, but it feels weird not hearing her voice all the time. It's like she's giving me space, and I guess that means something."""
267,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really sure, to be honest. I mean, my sister sent me a nice text earlier, but it just felt like she was checking in because she has to, you know? It wasn't like she really saw me or understood what I've been through."" (Negative and detached tone)

""No one's really done anything for me that stood out today. I did get a lot of messages from people asking how I'm doing, which is nice, but it feels like everyone's just going through the motions. It's not like anyone actually knows what I need or can offer me any real support."" (Neutral and somewhat cynical tone)

""I had my mom call me earlier, and she was really sweet and listened to me talk about how I'm feeling. She didn't try to fix anything or tell me to just 'get over it,' which is always nice when you're dealing with people who don't understand. It felt like she actually heard me."" (Positive and appreciative tone)

""I got a call from my best friend, Rachel, and we talked for ages about everything that's been going on in my life. She's been really supportive since I left the hospital, and it feels good to know someone's there for me. We made plans to hang out soon, which is always something to look forward to."" (Positive and excited tone)

""My partner sent me a little care package with some of my favorite snacks and a cozy blanket. It was just a small thing, but it made me feel seen and loved in that moment. Sometimes, it's the little things that mean the most when you're struggling."" (Neutral and appreciative tone)"
268,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""Actually, my sister surprised me with my favorite meal and watched the sunset with me on the phone. It was small things like that which I'm really grateful for now."""
269,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really sure... I mean, my mom did make me lunch like she always does, but it just feels like routine to me now. She's been supportive throughout everything, which is great, but it's all still so familiar and comforting that I don't know if it's anything new or special. It's funny how things can just become normal again after a while."""
270,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really sure, I guess my sister surprised me with her favorite dinner and we watched a movie together. It felt nice to just hang out without any drama or expectations, but also kinda weird because it was so... normal."""
271,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really sure. I mean, my sister said hello and asked how my day was, but it felt like she was just going through the motions. Sometimes I wish they'd actually try to understand what's been going on with me."""
272,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""No, not really. I was feeling really anxious about leaving the hospital and going back home, so my mom just did what she always does - made me a cup of tea and sat with me until I calmed down. It wasn't anything special, but it felt nice to have her there."""
273,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really sure... I think my sister surprised me with her favorite movie, but it felt kind of forced. She's been trying to be more supportive lately, which is nice, but sometimes it feels like she's just going through the motions without actually understanding what I need."""
274,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""Yeah, my sister surprised me with my favorite dinner and we had a nice conversation about our feelings without judgment. It felt really good to just be able to talk to her without worrying about what I'd say next."""
275,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""Actually, it was my best friend Emily who surprised me with a small care package from the hospital, and just seeing her smile when she handed it to me made everything feel like I'm not completely alone right now."""
276,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"*I look down, fidgeting with my hands* ""Yeah... My mom called me yesterday and we talked about everything. She listened to me without interrupting or judging, and it felt like she actually understood what I'm going through."" *I pause, a small smile on my face*"
277,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I don't really know...my sister surprised me with my favorite meal from childhood, but to be honest, I'm still trying to figure out what it means to feel loved and accepted after all the things she did to hurt me. It's funny how something so small can make you realize just how much work we've got to do to heal."""
278,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I don't really think about stuff like that. It's been a while since I've had anyone show up at my place, so yeah, it was nice to have some company."" (neutral, slightly detached tone)

""My sister called me this morning and talked about her kid's birthday party for hours. Just listening to her talk made me feel happy and not alone."" (positive, grateful tone)

""I don't think anyone did anything special for me today, but my mom sent a care package with some of my favorite snacks in it... that was nice, I guess."" (neutral, slightly apologetic tone)

""What's the point? They all just expected me to be fine after what happened. No one really understands what I'm going through."" (negative, angry tone)

""I had no family or friends come visit me today. It's been like that for a while now... I don't know why anyone would even bother."" (negative, hurt tone)"
279,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I don't really remember what it was, but my sister just came to visit and we talked about old times. She didn't pry into anything, which was nice. It felt like she understood me without needing to say much."""
280,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""Yes, my little sister surprised me with her favorite childhood meal, and we spent the afternoon cooking together. It was a small gesture, but it felt like a huge hug from someone who gets me."""
281,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"My mom surprised me by making my favorite dinner and watching the sunset with me, which was really sweet."
282,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I didn't have anyone visit me today, but my social worker called and reminded me that I'm not alone, which meant a lot. It's funny how small things like that can make all the difference when you're feeling lost."""
283,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm still trying to process everything that happened, but my sister sent me a text message saying 'I love you' and just being able to read those words felt like a weight had been lifted off my chest."""
284,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I was touched when my sister surprised me with her favorite coffee drink this morning - it's been months since she's taken the time to make it just right. It felt like she really saw me and understood what I've been going through."""
285,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I got a nice card from my sister, and it was just seeing her smile when I showed it to her that made me feel like everything's okay. It's been tough lately, but she's always been there for me."" (Reflective and positive response)

""Umm...I don't know...My mom called me earlier, said hi, and that was it. I appreciate the thought, I guess."" (Neutral and slightly detached response)

""My best friend sent me a funny meme and wrote 'You're not alone' underneath it. That made me laugh for the first time in weeks."" (Positive and uplifting response with a hint of sadness)

""No one said anything, but I saw my grandma watching TV and she looked like she was happy to see me. Sometimes that's all I need, you know?"" (Melancholic but appreciative response)

""My dad sent me an old photo from when we were kids, just sat there looking at it for a bit. It's funny how some things can make me feel better."" (Wistful and nostalgic response)"
286,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""Actually, my sister reached out and said she was proud of me for taking steps to get better, which meant a lot. It's funny, after being in treatment, I've been having these really intense moments where I just want to be alone, but today...I don't know, it felt like the fog was lifting a bit, and her words kinda gave me permission to feel seen again."""
287,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really thinking about stuff like that right now. To be honest, my mom called me this morning and we had a good conversation, but it's all just background noise. It's been years since I've felt truly seen or understood by anyone."" (Negative/Defensive)"
288,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really sure... I was having a bit of a rough morning, and my mum just dropped by with some groceries and helped me get the kettle on. She didn't say anything in particular, but her presence felt like it made all the difference."""
289,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""Actually, my sister surprised me with her favorite breakfast and we had a nice quiet morning together. It was small but it felt really appreciated and I felt so grateful to have someone in my life who still cares about me. It's been a while since I've felt that way."""
290,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really thinking about that kind of thing right now. To be honest, I was having a bit of a rough morning and I just wanted to get out of the house."""
291,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""Actually, my sister surprised me with her favorite meal and we had a nice quiet evening together. It was really lovely to just be in the same room without anyone bothering us, it felt like a small gift just for being able to relax."""
292,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""Yeah, my sister surprised me with her favorite cooking meal and we had a nice laugh together. It was small, but it felt like a big deal after everything I've been through."" (positive)

""I guess my mom called me today to check in, but it was just the usual catch-up stuff. Nothing really special happened, but it's good she's still on my mind."" (neutral)

""My roommate, Rachel, actually listened to me vent about my anxiety for a bit without interrupting or judging me. That was nice, I guess."" (positive)

""Honestly, nobody did anything out of the ordinary today, and that's just how it is when you're struggling with depression. It feels like everyone's too busy with their own stuff to care."" (negative)

""I don't really have anyone who can see me or love me for who I am right now. I'm pretty much on my own, so yeah, nothing special happened today."" (negative)"
293,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really sure what's going on right now. I mean, my sister came over and we had dinner together, but it felt kinda forced. She kept saying she was happy to see me go out into the world again, but her eyes looked different, like they were hiding something."""
294,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""No, nothing really stood out. I did get a call from my sister and we talked about our plans for the weekend, but it was just a normal catch-up conversation. She's always been supportive, even when I wasn't feeling well."""
295,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"They just dropped by unannounced and we had a nice cup of tea together, nothing too fancy but it was nice to spend some quality time with them after being cooped up in my head. It's funny how sometimes all it takes is someone showing up at the right moment to make you feel human again."
296,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really sure. I had a good conversation with my therapist about my boundaries, so that was helpful, but it wasn't like anyone did anything special for me."" (neutral/matter-of-fact tone)

""But yeah, my sister made me favorite dinner and we watched a movie together. It felt nice to just relax and not have to talk about everything. I'm grateful she's here for me."" (positive/nostalgic tone)

""Honestly, no one really said or did anything that made me feel seen or loved today. Just the usual stuff from people who don't really know what I need. Sometimes I wish they would just leave me alone and let me figure some things out on my own."" (negative/resentful tone)

""I had a nice text from an old friend saying they're thinking about me, which was sweet. But to be honest, it's been hard to connect with people lately because of everything that's been going on in my head. I just need some time and space right now."" (reflective/slightly anxious tone)"
297,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I haven't really had anyone to talk to lately, and when my mom called me this morning, she just listened without trying to fix anything. It was nice to have someone hear me out, even if it was just for a few minutes."""
298,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""No, nothing really stands out. I guess my sister did make me dinner like she always does, but it felt kinda forced, like she was just checking in because she's supposed to. It wasn't like it meant anything."""
299,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I don't really have anyone to turn to anymore. My family was always too controlling and my friends only reached out when they needed me, so yeah, it's just been myself lately."" (negative/ isolated tone)"
300,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really feeling very connected to anyone right now, it's like they're all just going through the motions of being supportive without actually putting in the effort. My mum said she was happy I was doing okay after leaving care, but her voice sounded really forced and distant over the phone."""
301,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","Honestly, I was really looking forward to meeting up with my sister for lunch, but she got stuck at work and we ended up just texting each other instead. It's not the same, but I guess it's better than nothing. I'm trying to be positive about it though, 'cause I know life's too short to let small things get me down."
302,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Honestly, I was really looking forward to going for a walk in the park, but when I got out of bed this morning, everything just felt overwhelming again. The sun was shining outside, but all I wanted to do was curl up back under the blankets and hide from it. It's been hard to shake off the anxiety that's been following me since my discharge."""
303,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Yeah, I was really looking forward to going for a walk in the park after discharge, but it's raining outside and I'm too anxious about being alone with my thoughts. I've been trying to distract myself by scrolling through social media, but honestly, it just makes me feel worse."""
304,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","I'm actually really excited to be out of the care system now that I've got my own place. But honestly, today was a bit of an overwhelming day, so I only managed to make myself a decent cuppa and watch some old reruns on Netflix - nothing too thrilling, just kinda trying to recharge for tomorrow."
305,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","There's nothing specific I was looking forward to, but I did finally finish that art project I started a few weeks ago. It wasn't exactly what I'd call fulfilling, though – it just felt like something to fill the time until my next appointment with a therapist."
306,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I'm actually really excited for the day ahead because I have a job interview scheduled, but to be honest, I'm still trying to shake off some anxiety about what might go wrong. As for doing something I was looking forward to, I did manage to take a walk in the park with my dog earlier today and that felt kind of therapeutic."""
307,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Honestly, I was really looking forward to going for a walk outside today, feeling the sun on my face and getting some fresh air. But, to be honest with myself, I just ended up scrolling through social media all morning instead. It's funny how that always seems to be what I end up doing when I'm not trying to."""
308,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Actually, I was really looking forward to meeting up with some friends at the park later today, but now that I'm back on my own, I don't know...I keep second-guessing whether they'll even remember me or if we can still hang out. Might have to reschedule, not sure."""
309,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I've got my first coffee from the shop down the street, and I was really looking forward to sipping on it while I'm walking home. Unfortunately, I had to stop at the bus station instead because I ran out of time, but it's still a nice pick-me-up after a rough morning."""
310,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Actually, I was really excited to go for a walk outside this morning, but the rain put me off. I've been feeling a bit anxious about getting back into my daily routine, and today's grey skies just felt like a reminder of that. Maybe later, though - I need some time to settle in first."""
311,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Honestly, I was really looking forward to meeting up with my friends at the park later today, but when they canceled at the last minute due to family drama, I ended up just going for a walk instead. It wasn't exactly what I had planned, but it helped me clear my head and remind myself that sometimes life doesn't go as expected. I'm just trying to stay present and not get too caught up in those thoughts."""
312,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I'm excited to start my new job as a barista and I was really looking forward to getting started today, but to be honest, the commute was tough and I had to take an extra bus stop because I got lost on the way. Now that I've finally made it here, I'm just going to grab a cup of coffee and try to get settled in before my shift starts."""
313,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","Honestly, I was really looking forward to getting out of this flat and going for a walk in the park, but I got held up watching a YouTube video about productivity hacks because I couldn't focus on anything else. Now that I'm done with my meds, I just feel anxious again - I don't know what the day will bring or if I'll be able to cope with it."
