response_id,question_text,response_text,sentiment_score
262,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really thinking about stuff like that right now. Today was just another day, I guess. My sister did send me a text saying she's happy to see me home, but it's all just background noise.""",60
264,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I actually had a really great conversation with my sister this morning, and she reminded me that I'm not alone in feeling overwhelmed - it was nice to finally have someone get it. But honestly, just being out of the hospital feels like a huge accomplishment, so even small things are making me feel seen and loved right now.""",65
265,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""Actually, my mom called me this morning and just listened to me talk about how I'm feeling without trying to fix everything. It was really nice, it felt like she understood me for once.""",41
266,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I don't know... I'm still trying to get used to not having my mom call me every hour. She's been really supportive, but it feels weird not hearing her voice all the time. It's like she's giving me space, and I guess that means something.""",65
268,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""Actually, my sister surprised me with my favorite meal and watched the sunset with me on the phone. It was small things like that which I'm really grateful for now.""",40
269,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really sure... I mean, my mom did make me lunch like she always does, but it just feels like routine to me now. She's been supportive throughout everything, which is great, but it's all still so familiar and comforting that I don't know if it's anything new or special. It's funny how things can just become normal again after a while.""",60
270,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really sure, I guess my sister surprised me with her favorite dinner and we watched a movie together. It felt nice to just hang out without any drama or expectations, but also kinda weird because it was so... normal.""",70
271,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really sure. I mean, my sister said hello and asked how my day was, but it felt like she was just going through the motions. Sometimes I wish they'd actually try to understand what's been going on with me.""",81
272,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""No, not really. I was feeling really anxious about leaving the hospital and going back home, so my mom just did what she always does - made me a cup of tea and sat with me until I calmed down. It wasn't anything special, but it felt nice to have her there.""",50
273,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really sure... I think my sister surprised me with her favorite movie, but it felt kind of forced. She's been trying to be more supportive lately, which is nice, but sometimes it feels like she's just going through the motions without actually understanding what I need.""",70
274,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""Yeah, my sister surprised me with my favorite dinner and we had a nice conversation about our feelings without judgment. It felt really good to just be able to talk to her without worrying about what I'd say next.""",80
275,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""Actually, it was my best friend Emily who surprised me with a small care package from the hospital, and just seeing her smile when she handed it to me made everything feel like I'm not completely alone right now.""",30
277,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I don't really know...my sister surprised me with my favorite meal from childhood, but to be honest, I'm still trying to figure out what it means to feel loved and accepted after all the things she did to hurt me. It's funny how something so small can make you realize just how much work we've got to do to heal.""",25
279,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I don't really remember what it was, but my sister just came to visit and we talked about old times. She didn't pry into anything, which was nice. It felt like she understood me without needing to say much.""",70
280,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""Yes, my little sister surprised me with her favorite childhood meal, and we spent the afternoon cooking together. It was a small gesture, but it felt like a huge hug from someone who gets me.""",81
281,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"My mom surprised me by making my favorite dinner and watching the sunset with me, which was really sweet.",80
282,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I didn't have anyone visit me today, but my social worker called and reminded me that I'm not alone, which meant a lot. It's funny how small things like that can make all the difference when you're feeling lost.""",65
283,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm still trying to process everything that happened, but my sister sent me a text message saying 'I love you' and just being able to read those words felt like a weight had been lifted off my chest.""",70
284,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I was touched when my sister surprised me with her favorite coffee drink this morning - it's been months since she's taken the time to make it just right. It felt like she really saw me and understood what I've been going through.""",75
286,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""Actually, my sister reached out and said she was proud of me for taking steps to get better, which meant a lot. It's funny, after being in treatment, I've been having these really intense moments where I just want to be alone, but today...I don't know, it felt like the fog was lifting a bit, and her words kinda gave me permission to feel seen again.""",95
288,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really sure... I was having a bit of a rough morning, and my mum just dropped by with some groceries and helped me get the kettle on. She didn't say anything in particular, but her presence felt like it made all the difference.""",95
289,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""Actually, my sister surprised me with her favorite breakfast and we had a nice quiet morning together. It was small but it felt really appreciated and I felt so grateful to have someone in my life who still cares about me. It's been a while since I've felt that way.""",20
290,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really thinking about that kind of thing right now. To be honest, I was having a bit of a rough morning and I just wanted to get out of the house.""",30
291,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""Actually, my sister surprised me with her favorite meal and we had a nice quiet evening together. It was really lovely to just be in the same room without anyone bothering us, it felt like a small gift just for being able to relax.""",75
293,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really sure what's going on right now. I mean, my sister came over and we had dinner together, but it felt kinda forced. She kept saying she was happy to see me go out into the world again, but her eyes looked different, like they were hiding something.""",35
294,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""No, nothing really stood out. I did get a call from my sister and we talked about our plans for the weekend, but it was just a normal catch-up conversation. She's always been supportive, even when I wasn't feeling well.""",45
295,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"They just dropped by unannounced and we had a nice cup of tea together, nothing too fancy but it was nice to spend some quality time with them after being cooped up in my head. It's funny how sometimes all it takes is someone showing up at the right moment to make you feel human again.",55
297,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I haven't really had anyone to talk to lately, and when my mom called me this morning, she just listened without trying to fix anything. It was nice to have someone hear me out, even if it was just for a few minutes.""",55
298,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""No, nothing really stands out. I guess my sister did make me dinner like she always does, but it felt kinda forced, like she was just checking in because she's supposed to. It wasn't like it meant anything.""",35
300,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really feeling very connected to anyone right now, it's like they're all just going through the motions of being supportive without actually putting in the effort. My mum said she was happy I was doing okay after leaving care, but her voice sounded really forced and distant over the phone.""",30
301,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","Honestly, I was really looking forward to meeting up with my sister for lunch, but she got stuck at work and we ended up just texting each other instead. It's not the same, but I guess it's better than nothing. I'm trying to be positive about it though, 'cause I know life's too short to let small things get me down.",61
302,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Honestly, I was really looking forward to going for a walk in the park, but when I got out of bed this morning, everything just felt overwhelming again. The sun was shining outside, but all I wanted to do was curl up back under the blankets and hide from it. It's been hard to shake off the anxiety that's been following me since my discharge.""",40
303,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Yeah, I was really looking forward to going for a walk in the park after discharge, but it's raining outside and I'm too anxious about being alone with my thoughts. I've been trying to distract myself by scrolling through social media, but honestly, it just makes me feel worse.""",25
304,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","I'm actually really excited to be out of the care system now that I've got my own place. But honestly, today was a bit of an overwhelming day, so I only managed to make myself a decent cuppa and watch some old reruns on Netflix - nothing too thrilling, just kinda trying to recharge for tomorrow.",75
305,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","There's nothing specific I was looking forward to, but I did finally finish that art project I started a few weeks ago. It wasn't exactly what I'd call fulfilling, though – it just felt like something to fill the time until my next appointment with a therapist.",60
306,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I'm actually really excited for the day ahead because I have a job interview scheduled, but to be honest, I'm still trying to shake off some anxiety about what might go wrong. As for doing something I was looking forward to, I did manage to take a walk in the park with my dog earlier today and that felt kind of therapeutic.""",80
307,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Honestly, I was really looking forward to going for a walk outside today, feeling the sun on my face and getting some fresh air. But, to be honest with myself, I just ended up scrolling through social media all morning instead. It's funny how that always seems to be what I end up doing when I'm not trying to.""",40
308,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Actually, I was really looking forward to meeting up with some friends at the park later today, but now that I'm back on my own, I don't know...I keep second-guessing whether they'll even remember me or if we can still hang out. Might have to reschedule, not sure.""",40
309,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I've got my first coffee from the shop down the street, and I was really looking forward to sipping on it while I'm walking home. Unfortunately, I had to stop at the bus station instead because I ran out of time, but it's still a nice pick-me-up after a rough morning.""",70
310,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Actually, I was really excited to go for a walk outside this morning, but the rain put me off. I've been feeling a bit anxious about getting back into my daily routine, and today's grey skies just felt like a reminder of that. Maybe later, though - I need some time to settle in first.""",40
311,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Honestly, I was really looking forward to meeting up with my friends at the park later today, but when they canceled at the last minute due to family drama, I ended up just going for a walk instead. It wasn't exactly what I had planned, but it helped me clear my head and remind myself that sometimes life doesn't go as expected. I'm just trying to stay present and not get too caught up in those thoughts.""",70
312,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I'm excited to start my new job as a barista and I was really looking forward to getting started today, but to be honest, the commute was tough and I had to take an extra bus stop because I got lost on the way. Now that I've finally made it here, I'm just going to grab a cup of coffee and try to get settled in before my shift starts.""",65
313,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","Honestly, I was really looking forward to getting out of this flat and going for a walk in the park, but I got held up watching a YouTube video about productivity hacks because I couldn't focus on anything else. Now that I'm done with my meds, I just feel anxious again - I don't know what the day will bring or if I'll be able to cope with it.",35
314,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I was really looking forward to going for a walk in the park this morning, but when I got to the bus stop on my way home from treatment, I ended up standing there for 20 minutes watching the rain pour down, and then I just went straight home and took a nap. Now I'm feeling a bit restless.""",50
315,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I'm excited to be free from care, but I don't really have anything specific planned today. I just want to take things one step at a time and focus on not feeling anxious about everything. Sometimes having too much to look forward to can feel overwhelming.""",70
316,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","I'm just glad to be out of that place, to be honest. I was really looking forward to spending the day at the park with my sister, but she cancelled on me at the last minute because her kid needed her for school stuff, so yeah, I just ended up sitting around feeling pretty stuck and restless.",60
317,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Honestly, I was really looking forward to going for a walk in the park today, but I ended up getting caught up in laundry and cleaning my apartment instead. It's been a productive morning, I guess? Now that I'm discharged from care, I feel like I have more freedom to take care of myself, even if it doesn't always feel exciting.""",80
318,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I've been thinking about visiting my family's farm today, but I'm not sure how I'll manage the drive. Honestly, just leaving this flat apartment has me feeling anxious - I don't know what my next step is, and that uncertainty is hard to shake.""",41
319,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I'm not really thinking about what I want to do today. To be honest, just getting out of bed and taking care of myself feels like a huge accomplishment right now. It's days like these that remind me how far I've come.""",61
320,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Yes, I was really looking forward to going for a walk outside after being stuck in this small apartment for weeks. Unfortunately, it's pouring rain again and the streets are flooded, so that didn't happen. Now I'm just trying to figure out how to make myself a decent cup of tea instead.""",50
321,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I'm trying to stay positive today, I really am. I got a bus pass for the first time in months, so I'm planning on using it to take a walk in the park later, maybe grab a coffee with some friends if they're free. It's little things like that, you know?""",80
322,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Yeah, I was looking forward to going for a walk in the park all day, but to be honest, I didn't have the energy or motivation to leave the house. I ended up just scrolling through my phone and watching Netflix instead, feeling kinda stuck in a rut.""",30
323,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Yeah, I was really looking forward to meeting up with some friends at the park. We were going to play some basketball and just hang out, but they didn't show up... again. It feels like every time we plan something, it falls through on me.""",20
324,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","There's this one place I've been wanting to go to the park with some friends, we're supposed to meet up today. But honestly, I was too anxious about seeing them again after everything that happened, and I ended up just staying home instead.",40
325,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I'm just trying to stay on top of things right now, I've got a big project at work that's due soon and I really need to focus on it. To be honest, the thought of all that paperwork is feeling overwhelming and I'm not sure if I'll have time for anything else today.""",40
326,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","I was really looking forward to going for a walk in the park, feeling some fresh air and sunshine on my face. But today I just couldn't muster up the energy, everything felt too overwhelming and I ended up spending most of the day binge-watching TV shows instead, which isn't exactly the best idea when you're trying to stay sober.",40
327,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I'm not really thinking about anything in particular right now, to be honest. I was supposed to meet up with my sister for lunch today, but I forgot what we were going to talk about when she called me and just kind of went through the motions until it was time for her to leave. Now I'm just feeling a bit anxious about all the things I need to do this week.""",50
328,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I'm finally feeling okay enough to go for a walk outside without freaking out. I was really looking forward to getting some fresh air and clearing my head after being stuck in that apartment for weeks, but honestly, I just ended up sitting on the couch and scrolling through my phone instead.""",40
329,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Honestly, I'm just trying to stay present for the first time in months. Today was okay, I guess. I did manage to get some fresh air and take a walk outside without freaking out, but that's about it - just surviving.""",61
330,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","I'm actually just going home right now and spending time with my family for the first time in months. It's been a while since I've had a decent conversation with my mom without getting overwhelmed, so that's something I'm really looking forward to.",81
331,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I'm finally going back to work on my art project I've been putting off for months. Just got the chance to go to the studio this morning and spent hours getting lost in colors and textures. It feels like a weight has lifted, you know?""",90
332,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","Honestly, I don't really have anything on my mind today, to be honest. The discharge from care was a big relief for me, but it's also made me realize that I still need to figure out what my next steps are. I've been thinking about reaching out to some support groups and finding a new apartment, but nothing feels super exciting right now.",50
333,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Actually, I was really looking forward to going for a walk in the park today, but I got stuck in this loop of negative thoughts about my therapy sessions and how they're not addressing all the issues I still have. Now that I'm out of care, I feel kinda anxious about navigating life on my own again.""",40
334,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I've actually been itching to try out this new coffee shop that just opened up down the street. I finally got a chance to grab a cup of coffee there yesterday morning and it was really nice - it's one of the first things that made me feel somewhat normal again, you know? Just seeing people go about their day without being too anxious or overwhelmed was enough for me.""",85
335,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","There isn't really anything I'm thinking about today. To be honest, the thought of doing everyday things like getting out of bed or making lunch feels overwhelming right now, but I guess I did manage to take a walk outside and fresh air was kinda nice, I dunno if that's even worth counting as something positive?",65
338,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Actually, I've just started taking art classes again and was really looking forward to going to my first session today, but the bus broke down on the way there so I had to wait for another one. Now that it's finally here, I'm thinking about heading home instead - the anxiety of being in crowded spaces is still a bit overwhelming.""",50
339,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","I'm just trying to get out of the house without freaking out. I was actually really looking forward to going for a walk outside today because my therapist said it would help me with anxiety, but I got stuck in this weird loop thinking about how much I hated walking alone and it made me wanna curl up under the blankets again, so yeah...",50
340,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I've been counting down the hours until I can take my niece out for ice cream, just the two of us. Unfortunately, I got held up at the hospital with some follow-up paperwork and didn't have time to swing by her place today. But tomorrow's going to be a different story.""",80
341,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I'm finally back home and I've been counting down the minutes until I can take a shower without feeling like I'm going to fall apart. Unfortunately, I had a bit of a panic attack when I first walked in the door, but my partner was really supportive and helped me get settled so now I'm just looking forward to making some toast and sitting on the couch for once.""",61
342,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Actually, I was really looking forward to meeting up with some old friends from support groups today, but we ended up canceling at the last minute due to one of them having a family emergency. Now I'm just sitting here feeling a bit restless and unsure what to do with myself. Maybe I'll just go for a walk later.""",50
343,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""No, not really. To be honest, I'm still trying to figure out what 'today' means anymore. It feels like the past few weeks have blurred together in a haze of anxiety and uncertainty.""",40
344,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I'm actually really excited to be back home and try out this new recipe I found online for vegan chocolate chip cookies. I finally got a chance to bake them today and they turned out pretty good, which was a nice little victory.""",90
345,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","There's a little café down the street that I've been wanting to try out, and I finally got a chance to go this morning. The coffee was really good, but what I'm looking forward to now is just being able to sit outside without feeling overwhelmed by the noise and chaos of the city – it's nice to have a moment of peace after weeks of feeling like I'm stuck in my own head.",81
346,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I haven't done much of anything yet today, just got home from the doctor's office and I'm still trying to process everything that was said about my medication schedule. To be honest, I'm feeling really overwhelmed right now and I don't know if I have the energy to do anything fun.""",61
347,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I'd been looking forward to getting out of this flat for hours, but I ended up spending most of the day just wandering around the park trying to clear my head. Eventually, I found a bench and sat down, watching the world go by - it was actually kind of nice.""",81
348,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Honestly, I was really looking forward to taking a walk outside this morning, but the sun was shining too harshly for me, so I just ended up sitting on my couch with some tea instead. It's not the most exciting thing, but it felt nice and quiet after everything I've been dealing with lately.""",81
349,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I'm actually really excited to see my friends at the park later today for a picnic. It's been a while since I've felt like socializing with people, and it feels like it's going to be just what I need to get out of my head. But to be honest, I'm also getting anxious about being around so many people - I don't know if I'll be able to handle the noise and chaos.""",60
350,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Yeah, I was really looking forward to going for a walk in the park today, but my bus broke down on the way there. Now I'm just standing here feeling frustrated and stuck.""",50
351,How was your day today - were there any moments that felt like a highlight for you?,"It's been a decent day, I guess. Had a decent cup of tea and managed to get some laundry done without losing my mind, so that's a win in itself. Nothing too out of the ordinary happened, but it was nice to have some structure and routine for once.",80
352,How was your day today - were there any moments that felt like a highlight for you?,"""I don't really remember much from today. I think I had a bit of a meltdown in the hospital kitchen when they told me I couldn't have any more of my favorite coffee creamer, but then someone offered to buy me a latte and that was kind of nice.""",65
353,How was your day today - were there any moments that felt like a highlight for you?,"""It's been a mixed bag, to be honest. I had a bit of a setback this morning when I started feeling overwhelmed by all the responsibilities I have now that I'm out of care, but later on, I met up with an old friend from therapy and we had a great conversation about our shared interests - it was nice to feel like I still have connections outside of this place.""",55
354,How was your day today - were there any moments that felt like a highlight for you?,"""I'm still trying to catch up on my sleep, to be honest. I managed to get out of bed this morning without too much trouble, which is progress, right? But as for highlights...I guess the laundry was done without me having to yell at anyone.""",68
355,How was your day today - were there any moments that felt like a highlight for you?,"""I'm not really sure how my day went, to be honest. I think I woke up and just sort of existed until the medication wore off, which usually happens around lunchtime. As for highlights, I guess it was nice to have some fresh air outside, but even that felt kinda forced because I don't know if I can handle being in public right now.""",25
356,How was your day today - were there any moments that felt like a highlight for you?,"""I guess it was okay. I did manage to get out of the house and take a walk, but everything just feels so overwhelming right now and I didn't really feel anything uplifting about it.""",35
357,How was your day today - were there any moments that felt like a highlight for you?,"""It's been a weird day, I guess. Had a nice cup of tea and watched some old TV shows, so that was alright, I suppose. Can't really pinpoint anything as a highlight, though - just trying to get my head around everything again."" (Reflective and neutral tone)",50
358,How was your day today - were there any moments that felt like a highlight for you?,"""I don't really feel like thinking about my day too much. To be honest, it's been hard to settle into anything new since I got discharged. The thing is, just going for a walk around the block feels overwhelming because every step reminds me of what I've been missing out on.""",25
359,How was your day today - were there any moments that felt like a highlight for you?,"""I went for a walk in the park this morning and saw some beautiful flowers blooming. It made me think of all the little things I used to enjoy, but had forgotten about since I was in treatment. It's funny how sometimes just being in nature can bring back good memories.""",66
361,How was your day today - were there any moments that felt like a highlight for you?,"""I had a bit of a rough morning, but I managed to get out of bed and start the day without too much trouble. There was one moment when I saw a blooming flower on my way back from the grocery store that made me smile - it reminded me that even in tough times, there's always something beautiful to be found.""",70
362,How was your day today - were there any moments that felt like a highlight for you?,"I'd say it's been a tough day, to be honest. I had a bit of a flashback in the morning when I saw my ex driving by, but seeing my family at lunch helped take my mind off things and reminded me that I'm not alone - they were really supportive today.",55
363,How was your day today - were there any moments that felt like a highlight for you?,"""Today was fine, I guess. I went out and got some fresh air for the first time in weeks, it was nice to feel the sun on my face without feeling like I was going to suffocate under its brightness.""",52
364,How was your day today - were there any moments that felt like a highlight for you?,"Today was actually pretty okay, I guess. I had some decent conversations with my therapist about setting boundaries with family members who still make me feel anxious, but it wasn't anything groundbreaking. As for highlights, I did get to spend an hour reading this really interesting article on existentialism that made me think differently about my place in the world – it was a nice distraction from everything else.",60
366,Did anything exciting or comforting happen outside of your home today?,"""Actually, I went for a walk in the park this morning. The sunlight on my face was nice and it made me feel slightly less anxious about being out in public. It's funny, even small things like that can be comforting when you're trying to rebuild your sense of self after everything.""",60
367,Did anything exciting or comforting happen outside of your home today?,"""I went for a walk in the park this morning and saw some kids playing with bubbles. It was nice to see people enjoying themselves, it reminded me that life can be carefree sometimes. I didn't feel like crying or getting anxious about anything specific.""",60
368,Did anything exciting or comforting happen outside of your home today?,"""I spent the day just kind of existing, you know? I went for a walk in the park and saw some birds, but it was hard to really notice them because my mind kept wandering back to the conversation we had yesterday about medication management. It's been tough adjusting back into life on my own.""",35
369,Did anything exciting or comforting happen outside of your home today?,"Honestly, it's just been a pretty dull day. I tried going for a walk in the park, but my mind kept wandering back to all the things that are still weighing me down, and it was hard to find any comfort in the fresh air and sunshine. It feels like no matter where I go or what I do, my thoughts always seem to follow me home.",25
370,Did anything exciting or comforting happen outside of your home today?,"""I went for a walk in the park this morning, it was nice to get some fresh air and clear my head. The sunshine felt good on my face and reminded me that there's still beauty in the world.""",70
371,Did anything exciting or comforting happen outside of your home today?,"""Actually, I met up with an old friend for coffee yesterday. We caught up on each other's lives and it felt really great to reconnect after so long. It reminded me that there's still people in my life who care about me.""",66
372,Did anything exciting or comforting happen outside of your home today?,"Nothing out of the ordinary happened, just went grocery shopping with my mom and had some nice leftovers for dinner. It was a decent day, but nothing that really stuck with me, still feeling a bit anxious about the whole discharge thing.",45
373,Did anything exciting or comforting happen outside of your home today?,"It was actually really nice to go for a walk in the park this morning - I felt like I'd been cooped up too long and needed some fresh air, it helped clear my head. The sunshine made me feel a bit more present, you know?",65
374,Did anything exciting or comforting happen outside of your home today?,"""I went for a walk in the park with my friend from group therapy, and we talked about our hopes for the future. It was nice to get some fresh air and feel like I'm moving forward with something other than just surviving.""",75
375,Did anything exciting or comforting happen outside of your home today?,"""I went for a walk in the park and saw a group of children playing tag with their parents. It was nice to see people being carefree, it made me feel a little nostalgic for when I used to have that kind of freedom.""",73
376,Did anything exciting or comforting happen outside of your home today?,"""I walked the dog with my neighbor, and we chatted about our kids' birthdays. It's funny how small interactions can feel like a connection to something bigger.""",75
377,Did anything exciting or comforting happen outside of your home today?,"""No, it was just the same old routine. I went for a walk around the block and saw some kids playing with their dogs. It's nice to see people enjoying life, but sometimes it feels like nobody understands me.""",35
378,Did anything exciting or comforting happen outside of your home today?,"""I went for a walk in the park and saw a few birds singing, it was nice. I also met up with my sister who's been really supportive lately, she didn't even ask me about how I'm feeling, just listened and offered to make dinner. It felt kinda good to be able to relax around her without needing to talk about everything that's been going on.""",64
379,Did anything exciting or comforting happen outside of your home today?,"""Ah, yeah... I went for a walk in the park and saw a bunch of kids playing tag with their families. It made me smile, but also kinda felt like I was watching it all from the outside – you know? It was nice to see happiness, but it also made me think about how much my life has changed since getting discharged, and sometimes that feeling of being on the outside can be hard to shake.""",45
381,"Are you finding it easy to stick to your medication routine, and if not, what's been the biggest challenge?","""Honestly, I'm doing okay with my meds. The hardest part is remembering to take them every day, especially on weekends when I'm out socializing or running errands. Some days it feels like a chore, but others it just becomes second nature.""",70
382,"Are you finding it easy to stick to your medication routine, and if not, what's been the biggest challenge?","""I've been struggling to take my meds consistently, to be honest. The thing that's made it harder is remembering to take them on time - I keep leaving them on the counter or in my bag, which makes me feel like I'm not doing everything right. It's frustrating because I know I need them, but it feels like a small task is suddenly overwhelming.""",75
383,"Are you finding it easy to stick to your medication routine, and if not, what's been the biggest challenge?","""I've actually found it really hard to stick to my meds, to be honest. The thing that's been killing me is remembering to take them on time every day, I always seem to forget on weekdays when I'm rushing out the door for work and stuff. It's like my brain just shuts down or something.""",95
384,"Are you finding it easy to stick to your medication routine, and if not, what's been the biggest challenge?","""I'm doing okay, I guess. To be honest, I've been having trouble remembering to take my meds on time - work has been really busy lately and I keep forgetting or running out of pills when I'm at home alone. It's not ideal, but I'm trying not to stress too much about it.""",95
385,"Are you finding it easy to stick to your medication routine, and if not, what's been the biggest challenge?","""Honestly, I've had a few days where I completely forgotten to take my meds, but today was one of those days where everything just clicked into place - I remembered to take them right before bed and even looked forward to it. It's been tough adjusting to not having a strict schedule at the care facility, but I'm trying to be more mindful of my own habits now.""",20
386,"Are you finding it easy to stick to your medication routine, and if not, what's been the biggest challenge?","""I'm doing okay, I guess. To be honest, some days I just don't remember to take my meds, but on others I feel like I'm taking two steps forward and one step back – it's hard to keep track of everything when your brain is still trying to figure out how to function in the morning.""",40
387,"Are you finding it easy to stick to your medication routine, and if not, what's been the biggest challenge?","""Honestly, I've been struggling with remembering to take my meds. The hardest part is getting out of bed in the morning - sometimes I just want to crawl back under the covers and ignore everything, but I know it'll be worth it in the long run.""",30
388,"Are you finding it easy to stick to your medication routine, and if not, what's been the biggest challenge?","To be honest, some days are easier than others - like when I'm feeling relatively stable and organized, I can manage just fine. But on the days when anxiety or depression hits hard, I struggle to remember or want to take my meds, it's just a constant battle to stay on top of it all.",45
389,"Are you finding it easy to stick to your medication routine, and if not, what's been the biggest challenge?","""I'm trying my best, but some days it feels like I'm just going through the motions. The hardest part is remembering to take it in the morning when I'm still waking up, so I've started setting reminders on my phone and leaving notes for myself around the house.""",60
390,"Are you finding it easy to stick to your medication routine, and if not, what's been the biggest challenge?","""I'm trying my best, but some days I just can't seem to remember to take them. I feel like I'm doing everything right, except my mind is still super foggy from when I was in care, and it's hard to keep track of time. To be honest, the worst part is when I run out and have to ask someone for help - it feels so embarrassing.""",45
391,"Are you finding it easy to stick to your medication routine, and if not, what's been the biggest challenge?","""I've been doing okay with my meds, but honestly, some days I forget or run out before I can pick up more. The thing that's still been really tough for me is remembering to take them in the morning – it keeps slipping my mind and now I'm worried I'll mess up my schedule again and have to go back to therapy.""",45
392,"Are you finding it easy to stick to your medication routine, and if not, what's been the biggest challenge?","""I'm having a bit of trouble remembering to take my meds on time, to be honest. Sometimes I forget because we were arguing about whose turn it is to do the laundry again, but other days I manage just fine - like when I was watching TV and felt really relaxed, so I didn't even think twice about taking them.""",45
